CHEBI_10607,n-propyl gallate
GENEPIO_0001588,other project objective
GENEPIO_0001575,industrial processing relevance
GENEPIO_0001072,unsure of travel reason
GENEPIO_0001826,SWEETRealm
GENEPIO_0001302,lab test history record
GENEPIO_0000071,sequencing platform (brand)
GENEPIO_0002132,detection limit
GENEPIO_0000025,subject anatomical site
GENEPIO_0001069,rural backpacking activity
GENEPIO_0001796,data protected
GENEPIO_0000056,Stx1 Toxin PCR result
TRANS_0000012,vehicle-born ingestion
http://snomed.info/sct/608775006,Shiga toxin 2
GENEPIO_0001695,serotype 3a
GENEPIO_0000077,GSCID-BRC data item (deprecated)
GENEPIO_0001696,serotype 3b
GENEPIO_0002099,non-wild type (NWT)
2182ff1f:1624a8063db:-7ac2,Sequence Assembly Method
GENEPIO_0002052,Sensititre
GENEPIO_0001637,specimen source material category
GENEPIO_0001251,human exposure event - social role
GENEPIO_0001823,FTT
GENEPIO_0001834,LTER
GENEPIO_0000085,library preparation kit
2182ff1f:1624a8063db:-7e5f,MIC Value
2182ff1f:1624a8063db:-7982,host tissue sampled
2182ff1f:1624a8063db:-7b2c,host disease
GENEPIO_0001004,equal to
GENEPIO_0001030,party (deprecated)
GENEPIO_0000064,riboprinting
GENEPIO_0001741,draft GenEpiO component record
GENEPIO_0000118,specimen extraction location - country
GENEPIO_0001270,animal exposure event - contact or activity
GENEPIO_0001662,in process
GENEPIO_0001996,2D boundary
GENEPIO_0002020,admitted to hospital
GENEPIO_0001760,cubic metre per second
2182ff1f:1624a8063db:-7d5e,Specimen Source Disease
GENEPIO_0001852,undetermined health status - awaiting assessment
2182ff1f:1624a8063db:-7a52,collection_date
2182ff1f:1624a8063db:-7c17,collection date
GENEPIO_0001003,less than or equal to
GENEPIO_0001975,Bisulfite-Seq strategy
2182ff1f:1624a8063db:-7bff,Objective
GENEPIO_1919,user interface regular expression validate
GENEPIO_0001735,clinical material (human) - invasive
GENEPIO_0000075,sequencing chemistry
GENEPIO_0001023,treatment history datum
GENEPIO_0001691,serotype 1/2a
GENEPIO_0001639,antigenic formula
GENEPIO_0000024,isolate upload date
OMRSE_00000013,physician role
2182ff1f:1624a8063db:-7a36,lat_lon OR country
2182ff1f:1624a8063db:-7af6,Isolate
2182ff1f:1624a8063db:-7997,Culture Media
GENEPIO_0000074,sequencing assay
GENEPIO_0000005,term source
GENEPIO_0000033,fecal indicator bacteria number
GENEPIO_0001819,NCIT
GENEPIO_0001949,HMPR method
GENEPIO_0001835,NCBI BioSample Pathogen.cl standard
2182ff1f:1624a8063db:-7a90,Lab Testing Standard
GENEPIO_0001892,entity history record
GENEPIO_0002056,antimicrobial resistance testing platform vendor
GENEPIO_0002026,stable health trend
MI_0489,source database
2182ff1f:1624a8063db:-7fec,Condition
GENEPIO_0001065,travel reason
2182ff1f:1624a8063db:-7af8,Laboratory Contact Information
GENEPIO_0000009,other (metadata value)
GENEPIO_0001024,take out restaurant
GENEPIO_0001083,drug use status
GENEPIO_0001930,SOLiD 5500xl
GENEPIO_0001088,drug abuse status
2182ff1f:1624a8063db:-7fd1,sex
GENEPIO_0001781,National Laboratory for Enteric Pathogens Identifier
GENEPIO_0000093,contig count
GENEPIO_0002122,Whirlpak sampling bag
2182ff1f:1624a8063db:-7b7f,age
GENEPIO_0001759,millisiemens per centimetre
GENEPIO_0001959,RT-PCR method
GENEPIO_0001042,food avoidances
2182ff1f:1624a8063db:-7b40,Collection Method
2182ff1f:1624a8063db:-7bdd,Serious
GENEPIO_0001842,serious health status
GENEPIO_0001789,symptom cessation date
GENEPIO_0001635,specimen from subject datum
GENEPIO_0001753,exome specific data capture
GENEPIO_0001247,animal sample
GENEPIO_0001055,NCBI pathotype
2182ff1f:1624a8063db:-7dbc,environmental/food/other
2182ff1f:1624a8063db:-7dba,Pathogen.env
GENEPIO_0001193,type of illness
GENEPIO_0001192,analytic datum
GENEPIO_0001832,ANSI INCITS 38
GENEPIO_0001717,viral subtype
2182ff1f:1624a8063db:-7d24,Organism
GENEPIO_0001657,draft NCBI BioSample geo_loc_name model
GENEPIO_0002012,TB lineage 1 - Indo-Oceanic
GENEPIO_0001033,potluck (deprecated)
GENEPIO_0001205,dietary restrictions
GENEPIO_0000127,food brought back from travel
GENEPIO_0001923,Illumina platform
GENEPIO_0000108,PulseNet data item (deprecated)
2182ff1f:1624a8063db:-7942,Material
2182ff1f:1624a8063db:-7e98,passage history
GENEPIO_0001733,avian - wild
2182ff1f:1624a8063db:-7b73,Treated and Released
GENEPIO_0001839,PulseNet standard
GENEPIO_0001939,Illumina HiSeq Sequencer
GENEPIO_0001171,organism role
GENEPIO_0001100,draft antibiogram drug test model
GENEPIO_0001258,symptom history item
GENEPIO_0001945,CF-S method
GENEPIO_0002066,European Committe on Antimicrobial Susceptibility Testing (EUCAST)
GENEPIO_0000105,MIxS data item (deprecated)
2182ff1f:1624a8063db:-7951,Project Accession
2182ff1f:1624a8063db:-7baa,Owner of sample/sequence
GENEPIO_0001761,micromole per kilogram
GENEPIO_0001552,household exposure
GENEPIO_0001061,bus travel
GENEPIO_0001430,line list object
GENEPIO_0000018,subject species (deprecated)
GENEPIO_0001217,treated - warm/hot
2182ff1f:1624a8063db:-7973,Publication Citation
GENEPIO_0001496,outbreak over
GENEPIO_0001645,identifier status
GENEPIO_0001587,single cell
2182ff1f:1624a8063db:-7f19,location
2182ff1f:1624a8063db:-7b17,Organization Role
GENEPIO_0001340,standard_component
GENEPIO_0001922,circle
2182ff1f:1624a8063db:-7dd0,Project Relevance
2182ff1f:1624a8063db:-7c1f,latitude and longitude
GENEPIO_0001103,map project
2182ff1f:1624a8063db:-7b3e,sample type
GENEPIO_0002016,plant product
GENEPIO_0000020,isolation date (deprecated)
2182ff1f:1624a8063db:-7aea,Submission to NCBI/DDBJ
GENEPIO_0001115,genome material from specimen
GENEPIO_0001632,contig length
GENEPIO_0002046,agar dilution evidence (deprecated)
GENEPIO_0001646,data protection role
GENEPIO_0001620,not collected
2182ff1f:1624a8063db:-7a5c,isolate
2182ff1f:1624a8063db:-7e40,host disease outcome
GENEPIO_0001628,de-novo assembly
GENEPIO_0000140,draft pathogenic epi case travel record
GENEPIO_0001580,NCBI SRA model
,
GENEPIO_0001425,sequencing assembly datum
2182ff1f:1624a8063db:-7f48,Specimen Source Age - Unit
GENEPIO_0000092,read coverage
2182ff1f:1624a8063db:-7d0d,longitude
2182ff1f:1624a8063db:-792c,Project Method
GENEPIO_0002067,National Committee on Clinical Laboratory Standards (NCCLS)
GENEPIO_0001950,Hybrid Selection method
GENEPIO_0000041,total phosphorous concentration
GENEPIO_0002061,GM-NEG
GENEPIO_0002039,antibiotic nonsensitive (high resistance) (deprecated)
GENEPIO_0001702,non-monocytogenes
GENEPIO_0000057,Stx1 cell culture level
GENEPIO_0001837,AHA HIPPA standard
GENEPIO_0001818,MESH
GENEPIO_0000144,draft whole genome sequencing lab test record
GENEPIO_0001089,injection drug use status
2182ff1f:1624a8063db:-7d64,host subject id
GENEPIO_0002009,"TB lineage 2 - East-Asian, includes Bejing"
GENEPIO_0000002,GSCID-BRC Project and Sample Application Standard
GENEPIO_0001976,clone end strategy
GENEPIO_0001493,discharge date
GENEPIO_0001560,reference genome size
GENEPIO_0001960,Reduced Representation method
GENEPIO_0001082,salmonella antigenic formula
GENEPIO_0001293,sequence record
2182ff1f:1624a8063db:-7a94,Lab Testing Reagent
2182ff1f:1624a8063db:-7e25,strain
GENEPIO_0002116,rinsing for specimen collection
GENEPIO_0002059,Becton Dickinson
2182ff1f:1624a8063db:-7c1b,collected by
GENEPIO_0001595,assembly objective
GENEPIO_0001803,organization identifier
GENEPIO_0001112,variation project
GENEPIO_0001246,environment sample
GENEPIO_0001600,mapping objective
GENEPIO_0001074,behavioural risk factor
GENEPIO_0000043,bacteria density
GENEPIO_0001769,5 - non-contiguous finished
GENEPIO_0001535,NCBI BioProject ID (deprecated)
GENEPIO_0001998,decimal quantity unit
GENEPIO_0002131,virulence testing protocol name
GENEPIO_0001473,exposure history item
NCIT_C79916,investigative subject
2182ff1f:1624a8063db:-7b15,Country
GENEPIO_0000031,subject sex
GENEPIO_0001068,religious missionairy activity
GENEPIO_0001586,synthetic sample scope
GENEPIO_0001196,positive specimen identified in
2182ff1f:1624a8063db:-7fcf,host disease status
GENEPIO_0001921,sequencing instrument model
GENEPIO_0001555,sexual contact exposure
GENEPIO_0001468,diagnosis record
GENEPIO_0002064,Clinical and Laboratory Standards Institute (CLSI)
GENEPIO_0001029,social gathering (deprecated)
GENEPIO_0001618,missing
GENEPIO_0000124,draft pathogenic epidemiology case investigation record
GENEPIO_0002105,specimen processing organization role
GENEPIO_0001249,food sample
GENEPIO_0002023,satisfactory health status
GENEPIO_0001684,E. coli k-antigen
GENEPIO_0001956,RACE method
GENEPIO_0001848,progressing well health status
2182ff1f:1624a8063db:-7bfd,Methodology
GENEPIO_0001935,Ion Torrent PGM
GENEPIO_0000143,public health lab epidemiology contextual data standard
GENEPIO_0000078,sequencing run multiplex identifiers
2182ff1f:1624a8063db:-79eb,Breakpoint_version
2182ff1f:1624a8063db:-7971,"PubMed ID, DOI"
GENEPIO_0001973,library strategy
2182ff1f:1624a8063db:-7f6e,Specimen Source Gender
2182ff1f:1624a8063db:-7b52,AST_standard
GENEPIO_0002062,antimicrobial resistance testing reference standard
http://edamontology.org/data_1093,sequence accession
GENEPIO_0001571,contig count QC threshold
GENEPIO_0001541,parent-guardian role
GENEPIO_0001792,data obfuscated
GENEPIO_0001851,recorded
GENEPIO_0001771,contig NG99
GENEPIO_0000126,draft pathogenic epi case food record
GENEPIO_0001048,infectious disease exposure source
GENEPIO_0001958,RANDOM method
GENEPIO_0002101,test drug minimum concentration
2182ff1f:1624a8063db:-7dce,Relevance
RO_0002230,ends with
GENEPIO_0001629,sample body source (deprecated)
2182ff1f:1624a8063db:-7ebc,Measurement_sign
2182ff1f:1624a8063db:-7a38,isolation_source
GENEPIO_0002018,personal health datum
GENEPIO_0001768,4 - annotation-directed improvement
GENEPIO_0001013,spray-wading
TRANS_0000001,direct transmission
GENEPIO_0001654,geographic location datum
GENEPIO_0002024,subject health status (UK NHS)
2182ff1f:1624a8063db:-7957,Project ID
GENEPIO_0002093,sequencing dna extraction method
2182ff1f:1624a8063db:-7d5c,host disease
GENEPIO_0002054,Trek
GENEPIO_0001968,metatranscriptomic source
GENEPIO_0001964,other library method
2182ff1f:1624a8063db:-7a58,collected_by
2182ff1f:1624a8063db:-7c01,Sample Scope
GENEPIO_0001292,phage type e-coli 0157 (PT)
GENEPIO_0000114,subject age - unit
GENEPIO_0001674,contact specification - physician
GENEPIO_0000159,epigenomics project
2182ff1f:1624a8063db:-7a8e,Maximum Drug Concentration Tested
GENEPIO_0002079,passage protocol
GENEPIO_0002037,antimicrobial resistance phenotype (deprecated)
GENEPIO_0001594,analysis objective
GENEPIO_0001114,phenotype project objective
GENEPIO_0002091,draft sequence repository data - submission to NCBI/DDBJ
GENEPIO_0002129,draft Enterobase contextual data standard
GENEPIO_0002047,antimicrobial resistance testing method version or reagent
2182ff1f:1624a8063db:-7c07,Title
GENEPIO_0000155,draft WGS lab assembly quality metrics record
2182ff1f:1624a8063db:-7ffe,critical
GENEPIO_0000084,read adapter trimming
2182ff1f:1624a8063db:-7c25,host_sex
GENEPIO_0000027,specimen source context
GENEPIO_0001154,treated - ambient temperature
GENEPIO_0001793,data aggregated
GENEPIO_0002035,centre point
2182ff1f:1624a8063db:-7dd6,Clinical/host-associated pathogen
GENEPIO_0001727,swab - meat (deprecated)
GENEPIO_0001614,subject description
GENEPIO_0001846,critical but stable health status
GENEPIO_0000048,PFGE secondary test
GENEPIO_0001689,listeria antigen
GENEPIO_0000156,project data type
GENEPIO_0001034,community event (deprecated)
GENEPIO_0000069,sequencing run date
GENEPIO_0001776,pathogen specific data standard
GENEPIO_0001716,subgroup
GENEPIO_0001664,infection detail datum
GENEPIO_0001784,symptom duration
GENEPIO_0001824,TGN
GENEPIO_0001745,user interface help
GENEPIO_0001053,agricultural fair
2182ff1f:1624a8063db:-7ac4,Sequence Library Preparation Method
2182ff1f:1624a8063db:-7a73,N50
2182ff1f:1624a8063db:-7f66,Species Source Common Name
GENEPIO_0000137,draft pathogenic epi case test record
GENEPIO_0001444,human general activity
GENEPIO_0000128,epidemiology contact network model
ERO_0001965,experimental subject role
GENEPIO_0001634,contig LG99
GENEPIO_0000112,GSCID-BRC Core Project standard
GENEPIO_0000158,clone ends project
GENEPIO_0001558,container identifier
GENEPIO_0000039,nitrite concentration
GENEPIO_0001568,assembly quality control datum
OGMS_0000087,extended organism
GENEPIO_0000049,MLST clonal complex
GENEPIO_0000132,draft pathogenic epi case general information record
GENEPIO_0001421,sample datum (deprecated)
2182ff1f:1624a8063db:-797c,Project Description
GENEPIO_0000088,sequencer flow cell cluster density
GENEPIO_0000121,travel start date
GENEPIO_0001650,draft NCBI BioSample identifier model
GENEPIO_0001743,public health data standard
GENEPIO_0001543,illness causality
GENEPIO_0001248,built environment sample
TRANS_0000007,contact
GENEPIO_0002133,disease cluster
GENEPIO_0001090,recreational drug use status
GENEPIO_0001700,serotype 4d
GENEPIO_0001893,generic range history record
GENEPIO_0001494,notification date
GENEPIO_0001817,NIFSTD
GENEPIO_0001466,outbreak history record
GENEPIO_0000065,Qualicon (DuPont) RiboPrinter Microbial Characterization System
GENEPIO_0002100,test drug maximum concentration
http://purl.org/ontology/bibo/interviewer,interviewer role
GENEPIO_0002137,breadth of coverage
2182ff1f:1624a8063db:-7c1d,host (common name)
GENEPIO_0001838,PubMed
GENEPIO_0001754,random survey data capture
GENEPIO_0000138,contact specification - lab test requester
GENEPIO_0001222,patient as host datum
GENEPIO_0001797,specimen extraction by
GENEPIO_0001651,INSDC institution code
GENEPIO_0001931,SOLiD PI System
GENEPIO_0000059,Stx2 cell culture level
2182ff1f:1624a8063db:-7b34,anatomical site
GENEPIO_0001035,long term care facility
GENEPIO_0001596,sequence annotation objective
GENEPIO_0001602,sequencing project method
GENEPIO_0002127,vaccum device
2182ff1f:1624a8063db:-7dde,Specimen Source Species
GENEPIO_0001028,camping
GENEPIO_0002014,TB lineage 6 - West African 2
GENEPIO_0001287,symptom record
GENEPIO_0001994,library construction protocol
GENEPIO_0001829,draft IRIDA standard
GENEPIO_0001584,multispecies sample scope
GENEPIO_0001597,sequence variation project objective
GENEPIO_0001653,previous (archaic) identifier
2182ff1f:1624a8063db:-7b2a,geographic feature
GENEPIO_0001699,serotype 4c
GENEPIO_0001577,environmental project relevance
GENEPIO_0001770,6 - finished
GENEPIO_0002112,draft sequence repository data - antibiogram MIC measurement
GENEPIO_0001014,pool
2182ff1f:1624a8063db:-7bd9,critical but stable
GENEPIO_0001946,CF-T method
GENEPIO_0001933,SOLiD System 3.0
GENEPIO_0001031,wedding (deprecated)
GENEPIO_0000014,other project method
GENEPIO_0001938,454 Genome Sequencer Junior
TRANS_0000000,transmission of infection
GENEPIO_0001206,patient type
GENEPIO_0001989,pool clone strategy
RO_0002224,starts with
2182ff1f:1624a8063db:-78f7,Subject Death Flag
GENEPIO_0001619,not applicable
GENEPIO_0001227,food cooking method (deprecated)
2182ff1f:1624a8063db:-7ade,Organism
GENEPIO_0001955,PCR method
GENEPIO_0001712,Smal
GENEPIO_0001269,animal exposure event - location
GENEPIO_0002125,hand scoop
2182ff1f:1624a8063db:-7937,Sample Provider Principal Investigator (PI) Name
GENEPIO_0002068,Société Française de Microbiologie (SFM)@fr
GENEPIO_0000076,read length
2182ff1f:1624a8063db:-793c,Sample Scope
GENEPIO_0002044,MIC dilution measurement
GENEPIO_0001729,swab - tissue (deprecated)
GENEPIO_0001011,MIRU24 - international standard
GENEPIO_0001624,draft GenEpiO isolate environment model
GENEPIO_0001442,exposure group healthy count
GENEPIO_0001830,ISO3166-1
GENEPIO_0001443,exposure group ill count
GENEPIO_0002107,isolation medium
TRANS_0000002,indirect transmission
GENEPIO_0000001,metadata section
GENEPIO_0001271,animal exposure event - material
GENEPIO_0001920,user interface regular epression normalize
2182ff1f:1624a8063db:-7a30,host_disease_status
GENEPIO_0001162,epidemiology / investigation data
GENEPIO_0002103,subject health status (NCIT)
2182ff1f:1624a8063db:-7b19,Telephone Number
GENEPIO_0001721,NCBI culture collection
GENEPIO_0001273,human exposure activity type (deprecated)
GENEPIO_0001783,travel destination
GENEPIO_0001791,isolate identifier model
GENEPIO_0002130,virulence factor name
FLU_0000976,symptom onset date
GENEPIO_0001111,transcriptome or gene expression
GENEPIO_0001020,grocery store
2182ff1f:1624a8063db:-7ab6,Raw Sequence Data Processing
GENEPIO_0002032,consent datum
GENEPIO_0001039,tuberculosis treatment drug
GENEPIO_0001978,CTS strategy
2182ff1f:1624a8063db:-7c19,sample name
http://www.w3.org/2006/vcard/ns#Contact,contact role
GENEPIO_0002134,infectious disease cluster
2182ff1f:1624a8063db:-7b30,Host Health Status
GENEPIO_0001947,ChIP method
GENEPIO_0000083,adapter sequence
GENEPIO_0001612,draft IRIDA BioSample model
2182ff1f:1624a8063db:-7fbe,host body site
GENEPIO_0001470,exposure event record
GENEPIO_0000052,CGF type
2182ff1f:1624a8063db:-7d39,host disease stage
GENEPIO_0001499,lab test result date
2182ff1f:1624a8063db:-7fea,Condition
GENEPIO_0002022,treated and transferred
2182ff1f:1624a8063db:-79ac,deceased
GENEPIO_0001666,INSDC standard
GENEPIO_0002038,antibiotic intermediate resistance (I) (deprecated)
GENEPIO_0002019,host hospital service status
GENEPIO_0001963,size fractionation method
GENEPIO_0001813,ITIS
GENEPIO_0001420,diagnostic test
GENEPIO_0001487,exposure event end
2182ff1f:1624a8063db:-7b36,Environmental Material
GENEPIO_0001569,clinical or host-associated pathogen
GENEPIO_0001808,specimen title
GENEPIO_0000123,infection aquired during travel
GENEPIO_0000111,GSCID-BRC Core Sample standard
GENEPIO_0002104,contact specification - professional role
GENEPIO_0001075,serotype-ecoli part
GENEPIO_0000015,draft GenEpiO BioSample standard (deprecated)
GENEPIO_0001648,NCBI Contributing organization / project
GENEPIO_0002095,read paired-end merging software
GENEPIO_0001890,US postal code (deprecated)
GENEPIO_0001676,contact specification - parent/guardian
GENEPIO_0002041,antibiotic resistant (R) (deprecated)
GENEPIO_0001169,Well water - untreated
GENEPIO_0001427,health care personal identifier
2182ff1f:1624a8063db:-7d22,Species
GENEPIO_0001238,symbiotic role
2182ff1f:1624a8063db:-7a64,attribute_package
2182ff1f:1624a8063db:-7fbc,Anatomical Site
GENEPIO_0001672,gestation duration (weeks)
GENEPIO_0001175,animal role
2182ff1f:1624a8063db:-7aec,Sequence Assembly Quality Metrics
GENEPIO_0002071,first line tuberculosis drug
GENEPIO_0002033,agency provided consent
GENEPIO_0001984,MBD-Seq strategy
GENEPIO_0001076,o-antigen
GENEPIO_0001668,not provided
GENEPIO_0001697,serotype 4a
GENEPIO_0002049,antimicrobial resistance testing platform
2182ff1f:1624a8063db:-7df8,Food Product
GENEPIO_0001952,MF method
GENEPIO_0000058,Stx2 Toxin PCR result
GENEPIO_0000145,draft WGS lab bioinformatics process record
GENEPIO_0001585,environment sample scope
GENEPIO_0002029,data protection item
GENEPIO_0001225,date of conception
GENEPIO_0002040,antibiotic resistance not defined
GENEPIO_0001798,NCBI BioSample culture identifier
GENEPIO_0001291,phage type salmonella (DT)
GENEPIO_0001267,plant rinse
GENEPIO_0001104,metagenome project
GENEPIO_0001616,subject identifier
GENEPIO_0002077,subject organism
GENEPIO_0001098,tuberculosis disease anatomical site
GENEPIO_0000050,MLST sequence type
GENEPIO_0002085,draft sequence repository data - sequencing
GENEPIO_0001641,identifier model
GENEPIO_0001686,serotype-ecoli specification
GENEPIO_0001019,food kiosk
GENEPIO_0001095,sequence number
2182ff1f:1624a8063db:-7bb0,contact address
GENEPIO_0000094,assembly name (identifier)
GENEPIO_0001980,DNase-Hypersensitivity strategy
GENEPIO_0002089,draft sequence repository data - virulence
2182ff1f:1624a8063db:-7a96,antimicrobial drug tests
GENEPIO_0001086,HIV risk status
2182ff1f:1624a8063db:-7b3c,geographic location
GENEPIO_0001685,other antigen
GENEPIO_0000151,bioinformatics pipeline name
GENEPIO_0000090,assembly method
GENEPIO_0000011,other specimen scope
2182ff1f:1624a8063db:-7a4e,host_disease
GENEPIO_0001778,draft PulseNet submission standard
GENEPIO_0002087,draft sequence repository data - isolate passage history
2182ff1f:1624a8063db:-7bd3,progressing well
2182ff1f:1624a8063db:-7a32,collection_date
GENEPIO_0001108,proteome project
GENEPIO_0001926,Roche LS454 platform
GENEPIO_0001551,close interpersonal relationship exposure
2182ff1f:1624a8063db:-795f,Title*
2182ff1f:1624a8063db:-7aa8,city
2182ff1f:1624a8063db:-7abe,Sequencing Instrumentation
GENEPIO_0002081,draft sequence repository data - specimen collection
GENEPIO_0001052,petting zoo
2182ff1f:1624a8063db:-7e63,Drug Name
http://snomed.info/sct/260820006,serotype part
GENEPIO_0002027,ordinal variable (deprecated)
GENEPIO_0002015,isolate preperation facility
GENEPIO_0001168,well water - treated
2182ff1f:1624a8063db:-7e65,MIC Sign
GENEPIO_0001999,draft tuberculosis - dataset features and provenance
GENEPIO_0002058,Biomérieux
GENEPIO_0001109,random survey project
GENEPIO_0001497,test history item
RO_0002091,starts during
GENEPIO_0001787,genus of pathogen
GENEPIO_0002055,manual - noncommercial
GENEPIO_0001093,smoking status
GENEPIO_0001186,infectious disease treatment
GENEPIO_0001979,ChIP-Seq strategy
GENEPIO_0000047,secondary enzyme (LMACI)
GENEPIO_0001633,contig L50
GENEPIO_0002138,mean contig length
GENEPIO_0001610,subject age
GENEPIO_0002106,draft sequence repository data - food specimen
GENEPIO_0001172,isolate organism role
GENEPIO_0001025,treatment start date
GENEPIO_0001656,latitude and longitude coordinate (ISO 6709)
GENEPIO_0001081,salmonella serovar name
GENEPIO_0001670,induced abortion
GENEPIO_0001099,NCBI Antibiogram model (deprecated)
2182ff1f:1624a8063db:-7975,reference for biomaterial
2182ff1f:1624a8063db:-7abc,Sequencing Chemistry
2182ff1f:1624a8063db:-7bae,Was consent obtained from patients?
GENEPIO_0001845,NHS standard
GENEPIO_0000040,nitrate concentration
GENEPIO_0001077,h-antigen
GENEPIO_0001825,Wikipedia
GENEPIO_0001659,case identifier
GENEPIO_0001675,matrix - solid (deprecated)
GENEPIO_0000153,bioinformatics pipeline protocol
GENEPIO_0001928,SOLiD 4hq System
GENEPIO_0001260,swab (deprecated)
GENEPIO_0001750,purified chromosome from specimen
2182ff1f:1624a8063db:-7b38,environmental location
GENEPIO_0001598,epigenetic markers objective
GENEPIO_0001422,laboratory sequencing datum (deprecated)
2182ff1f:1624a8063db:-7af0,Antibiogram
2182ff1f:1624a8063db:-7b5a,Platform
2182ff1f:1624a8063db:-7c03,Relevance
GENEPIO_0001071,travel tour
GENEPIO_0001943,CF-H method
GENEPIO_0001730,unknown source
GENEPIO_0001064,travel mode
GENEPIO_0001807,NCBI BioSample ID - (deprecated)
GENEPIO_0001163,distribution event
TRANS_0000008,droplet spread
GENEPIO_0002017,geospatial name
2182ff1f:1624a8063db:-7d70,host description
GENEPIO_0000044,primary enzyme (LMAAI)
GENEPIO_0001755,contact specification
GENEPIO_0001652,draft IRIDA epidemiological case model
2182ff1f:1624a8063db:-7923,Capture
GENEPIO_0002075,Genomic Standards Consortium (GSC) standard
GENEPIO_0002034,mapped ontology term
GENEPIO_0001116,TB lineage 7 - Ethiopia
GENEPIO_0000139,food cultural origin
GENEPIO_0001492,outbreak history item
GENEPIO_0002120,tube containing media or preservative
GENEPIO_0000007,source of values
GENEPIO_0000021,culture isolation date
GENEPIO_0002063,British Society for Antimicrobial Chemotherapy (BSAC)
GENEPIO_0001690,matrix - fluid (deprecated)
GENEPIO_0001822,ASFIS
2182ff1f:1624a8063db:-7aa6,Province/State/Territory/Region
2182ff1f:1624a8063db:-7fd3,environment (material)
GENEPIO_0002002,draft tuberculosis - case risk factors
GENEPIO_0001018,delicatessen
GENEPIO_0001799,user identifier
GENEPIO_0002136,EBI European Nucleotide Archive Webin
2182ff1f:1624a8063db:-7a56,lat_lon
GENEPIO_0001094,country of birth
GENEPIO_0001765,1 - standard draft
GENEPIO_0001991,WCS strategy
GENEPIO_0001786,sample city (deprecated)
GENEPIO_0001592,raw sequence read objective
GENEPIO_0001966,genomic source
GENEPIO_0001183,taxonomic datum
GENEPIO_0001804,collection identifier
GENEPIO_0002090,draft sequence repository data - sequencing quality control
GENEPIO_0001467,pregnancy history record
GENEPIO_0000103,NCBI BioProject data item (deprecated)
2182ff1f:1624a8063db:-7c23,host health state
GENEPIO_0000119,Darwin Core Terms
2182ff1f:1624a8063db:-7984,host body product
2182ff1f:1624a8063db:-7e9b,isolate name
2182ff1f:1624a8063db:-7931,Objective
GENEPIO_0000148,isolate raw read filename
2182ff1f:1624a8063db:-7f64,Specimen ID
GENEPIO_0001046,immigration year of arrival
GENEPIO_0001041,organism location history datum
GENEPIO_0001017,bakery (deprecated)
GENEPIO_0000016,NCBI antibiogram data item (deprecated)
GENEPIO_0002141,latitude and longitude coordinate (NCBI BioSample format)
GENEPIO_0001719,phage type specification
GENEPIO_0001574,medical knowledge relevance
2182ff1f:1624a8063db:-79a6,pooled male and female
GENEPIO_0002108,draft travel log
GENEPIO_0000035,dissolved oxygen concentration
GENEPIO_0001563,genome size delta ratio
GENEPIO_0001626,environmental datum
2182ff1f:1624a8063db:-7aac,latitude and longitude coordinate(s)
GENEPIO_0000061,Accuprobe Listeria monocytogenes Culture Identification Reagent Kit
GENEPIO_0001005,greater than or equal to
2182ff1f:1624a8063db:-7ada,Serotype
GENEPIO_0000080,sequencing count of chemistry cycles
GENEPIO_0001972,viral RNA source
GENEPIO_0001782,upload modified date
GENEPIO_0002121,tube containing antimicrobial
2182ff1f:1624a8063db:-7a7d,Sequencing Depth
GENEPIO_0001015,hot tub
2182ff1f:1624a8063db:-7c27,isolation source
GENEPIO_0001736,pH measurement
GENEPIO_0001554,other human exposure
2182ff1f:1624a8063db:-7ad6,Isolate
GENEPIO_0000008,Minimum information about a marker gene sequence
GENEPIO_0001464,exposure history record
GENEPIO_0001063,airline travel
GENEPIO_0001981,EST strategy
GENEPIO_0001993,WXS strategy
GENEPIO_0001062,car travel
GENEPIO_0001679,contact specification - address
GENEPIO_0001977,clone strategy
GENEPIO_0000160,exome resequencing project
GENEPIO_0001609,draft isolate details model
GENEPIO_0001593,sequence project objective
GENEPIO_0001621,draft isolate identifier model
GENEPIO_0001582,monoisolate sample scope
GENEPIO_0001725,temperature of air - average daily
GENEPIO_0001708,food - solid
GENEPIO_0001636,animal body product
2182ff1f:1624a8063db:-7fcd,collection date
GENEPIO_0001228,food preservation method (deprecated)
2182ff1f:1624a8063db:-79f5,BioSample_ID
GENEPIO_0001948,DNAse method
GENEPIO_0002025,subject health status (AHA)
GENEPIO_0001974,amplicon strategy
GENEPIO_0001677,contact specification - patient
GENEPIO_0001816,NCI_Thesaurus
GENEPIO_0001971,transcriptomic source
GENEPIO_0001678,draft GenEpiO case epidemiology record
GENEPIO_0001272,exposure by human contact
GENEPIO_0001012,MIRU24 - Canadian standard
GENEPIO_0001642,curator organization name
GENEPIO_0001060,train travel
GENEPIO_0001710,Xbal
GENEPIO_0001988,other library strategy
GENEPIO_0001740,line list row record
GENEPIO_0002084,draft sequence repository data - isolate
GENEPIO_0000089,phred quality score
2182ff1f:1624a8063db:-7afa,Sample Collection
GENEPIO_0000161,genome sequencing project
2182ff1f:1624a8063db:-791c,Grant Agency
GENEPIO_0001170,organism datum
GENEPIO_0001590,"environmental, food or other pathogen"
GENEPIO_0001836,NCBI BioProject standard
2182ff1f:1624a8063db:-7e5d,Resistance Phenotype
GENEPIO_0001570,contig N99
GENEPIO_0001812,health status trend datum
GENEPIO_0001985,MNase-Seq strategy
